Calcium,Carbohydrate,Cholesterol,Dietary fiber,Energy,Fat,Iron,Potassium,Proteins,Salt,Saturated fat,Sodium,Trans fat,Vitamin A,Vitamin B12 (cobalamin),Vitamin B2 (Riboflavin),Vitamin C (ascorbic acid),Vitamin D,Energy from fat,Monounsaturated fat,Polyunsaturated fat,Sugars,Vitamin B1 (Thiamin),Vitamin B3 / Vitamin PP (Niacin),Vitamin B6 (Pyridoxin),Vitamin B9 (Folic acid),Zinc,Phosphorus,Alcohol,Folates (total folates),Magnesium,&nbsp;  Insoluble fiber,Biotin,Chromium,Copper,Iodine,Manganese,Molybdenum,Pantothenic acid / Pantothenate (Vitamin B5),Selenium,Vitamin E,Vitamin K,&nbsp;  Soluble fiber,Cocoa (minimum),Sugar alcohols (Polyols),"Fruits, vegetables and nuts (estimate from ingredients list)","Fruits, vegetables and nuts (minimum)",FIBRA DIETÉTICA,Starch,Caffeine,Erythritol,Allulose,Omega 3 fatty acids,Omega 6 fatty acids,&nbsp;  Lactose,Carbon footprint / CO2 emissions,Ecological footprint,added sugars,&nbsp;  Alpha-linolenic acid / ALA (18:3 n-3)
0,37.0,0,4.0,0,8.0,0,0,0,0,1.0,160.0,0.0,0,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
